score_key,direction,threshold,f1,precision,recall,accuracy,specificity,balanced_accuracy,tp,fp,tn,fn,n
consistency_score_file_iqr,low_is_c3,-0.7961959264346989,0.653061224489796,0.48484848484848486,1.0,0.5072463768115942,0.08108108108108109,0.5405405405405406,32,34,3,0,69
high_low_half_penalty_0_8_0_2,low_is_c3,-0.35714285714285715,0.6511627906976744,0.5185185185185185,0.875,0.5652173913043478,0.2972972972972973,0.5861486486486487,28,26,11,4,69
high_low_half_penalty_0_8_0_3,low_is_c3,-0.35714285714285715,0.6511627906976744,0.5185185185185185,0.875,0.5652173913043478,0.2972972972972973,0.5861486486486487,28,26,11,4,69
high_low_half_penalty_0_9_0_3,low_is_c3,-0.25,0.6506024096385543,0.5294117647058824,0.84375,0.5797101449275363,0.35135135135135137,0.5975506756756757,27,24,13,5,69
high_low_gap_0_6_0_4,low_is_c3,-0.4285714285714286,0.65,0.5416666666666666,0.8125,0.5942028985507246,0.40540540540540543,0.6089527027027027,26,22,15,6,69
high_low_gap_0_8_0_5,low_is_c3,-0.14285714285714288,0.65,0.5416666666666666,0.8125,0.5942028985507246,0.40540540540540543,0.6089527027027027,26,22,15,6,69
high_low_gap_0_9_0_4,low_is_c3,-0.07142857142857145,0.6486486486486486,0.5714285714285714,0.75,0.6231884057971014,0.5135135135135135,0.6317567567567568,24,18,19,8,69
high_low_half_penalty_0_8_0_4,low_is_c3,-0.25,0.6478873239436619,0.5897435897435898,0.71875,0.6376811594202898,0.5675675675675675,0.6431587837837838,23,16,21,9,69
high_score_rate_0_7,low_is_c3,-0.5294117647058824,0.6478873239436619,0.5897435897435898,0.71875,0.6376811594202898,0.5675675675675675,0.6431587837837838,23,16,21,9,69
low_score_rate_0_7,high_is_c3,0.47058823529411764,0.6478873239436619,0.5897435897435898,0.71875,0.6376811594202898,0.5675675675675675,0.6431587837837838,23,16,21,9,69
c2_num_turns,low_is_c3,-17.0,0.6464646464646464,0.47761194029850745,1.0,0.4927536231884058,0.05405405405405406,0.527027027027027,32,35,2,0,69
c2_repetition_symptom_score,low_is_c3,-1.1273629359147443,0.6464646464646464,0.47761194029850745,1.0,0.4927536231884058,0.05405405405405406,0.527027027027027,32,35,2,0,69
consistency_score_file_iqr,high_is_c3,0.25344371515168573,0.6464646464646464,0.47761194029850745,1.0,0.4927536231884058,0.05405405405405406,0.527027027027027,32,35,2,0,69
high_low_gap_0_9_0_4,high_is_c3,-0.3076923076923077,0.6464646464646464,0.47761194029850745,1.0,0.4927536231884058,0.05405405405405406,0.527027027027027,32,35,2,0,69
num_turns,low_is_c3,-17.0,0.6464646464646464,0.47761194029850745,1.0,0.4927536231884058,0.05405405405405406,0.527027027027027,32,35,2,0,69
c2_low05_rate,high_is_c3,0.21428571428571427,0.6451612903225806,0.4918032786885246,0.9375,0.5217391304347826,0.16216216216216217,0.5498310810810811,30,31,6,2,69
