score_key,eta2,f1,accuracy,precision,recall,specificity,balanced_accuracy,direction,threshold,tp,fp,tn,fn,n,c26_mean,c00_mean
phase_languagechoose_min,0.01369929533159032,0.6930693069306929,0.581081081081081,0.546875,0.9459459459459459,0.21621621621621623,0.5810810810810811,high_is_2.6,0.9999994953982583,35,29,8,2,74,0.9999997332760798,0.9755491405602197
role_chief_technology_officer_min,0.01369929533159032,0.6930693069306929,0.581081081081081,0.546875,0.9459459459459459,0.21621621621621623,0.5810810810810811,high_is_2.6,0.9999994953982583,35,29,8,2,74,0.9999997332760798,0.9755491405602197
alignment_score_high_low_ratio_0_9_0_5,0.006234523134896282,0.6930693069306929,0.581081081081081,0.546875,0.9459459459459459,0.21621621621621623,0.5810810810810811,low_is_2.6,2.533333324020277,35,29,8,2,74,1.5523645707718678,1.7032886800116018
alignment_score_high_rate_0_5,0.003009345758808128,0.6930693069306929,0.581081081081081,0.546875,0.9459459459459459,0.21621621621621623,0.5810810810810811,low_is_2.6,0.7302196001311045,35,29,8,2,74,0.6162472532122278,0.6274545731728955
alignment_score_low_rate_0_5,0.003009345758808128,0.6930693069306929,0.581081081081081,0.546875,0.9459459459459459,0.21621621621621623,0.5810810810810811,high_is_2.6,0.26978039986889546,35,29,8,2,74,0.38375274678777216,0.37254542682710445
entry_alignment_score_high_low_gap_0_7_0_3,0.036574310840651846,0.6923076923076924,0.5675675675675675,0.5373134328358209,0.972972972972973,0.16216216216216217,0.5675675675675675,low_is_2.6,0.4285714285714286,36,31,6,1,74,0.23313533313533313,0.2956934956934957
entry_alignment_score_low_high_gap_0_3_0_7,0.036574310840651846,0.6923076923076924,0.5675675675675675,0.5373134328358209,0.972972972972973,0.16216216216216217,0.5675675675675675,high_is_2.6,-0.44505494505494503,36,31,6,1,74,-0.23313533313533313,-0.2956934956934957
phase_codereviewmodification_mean,5.9495868896031845e-05,0.6923076923076924,0.5675675675675675,0.5373134328358209,0.972972972972973,0.16216216216216217,0.5675675675675675,high_is_2.6,0.300885731890453,36,31,6,1,74,0.5542253252680671,0.5513620701472886
role_chief_product_officer_mean,0.03980922921680912,0.691588785046729,0.5540540540540541,0.5285714285714286,1.0,0.10810810810810811,0.5540540540540541,low_is_2.6,0.7773615485579484,37,33,4,0,74,0.6047761378643822,0.6456292423009522
entry_alignment_score_q25,0.028911624567957057,0.6888888888888889,0.6216216216216216,0.5849056603773585,0.8378378378378378,0.40540540540540543,0.6216216216216216,low_is_2.6,0.4945742165519431,31,22,15,6,74,0.3681242268850267,0.41364180426449493
