score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.46806538591169533,0.6862745098039216,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,0.5675675675675675,35,30,7,2,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.44996278223472,0.68,0.5396825396825397,0.918918918918919,0.21621621621621623,0.5675675675675675,0.5675675675675675,34,29,8,3,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.48347472605160835,0.6796116504854369,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,0.5540540540540541,35,31,6,2,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.458221856349043,0.6732673267326733,0.53125,0.918918918918919,0.1891891891891892,0.5540540540540541,0.5540540540540541,34,30,7,3,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.5137017454090624,0.673076923076923,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,0.5405405405405406,35,32,5,2,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.12626807684006044,0.6727272727272727,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,0.5135135135135135,37,36,1,0,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.6865942028985508,0.6727272727272727,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,0.5135135135135135,37,36,1,0,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.446521287642783,0.6666666666666666,0.532258064516129,0.8918918918918919,0.21621621621621623,0.5540540540540541,0.5540540540540541,33,29,8,4,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.14634146341463422,0.6666666666666666,0.5,1.0,0.0,0.5,0.5,37,37,0,0,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.7065217391304348,0.6666666666666666,0.5,1.0,0.0,0.5,0.5,37,37,0,0,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.5464360201202306,0.6666666666666665,0.5147058823529411,0.9459459459459459,0.10810810810810811,0.527027027027027,0.527027027027027,35,33,4,2,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.09041077796856425,0.6605504587155964,0.5,0.972972972972973,0.02702702702702703,0.5,0.5,36,36,1,1,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.6506410256410255,0.6605504587155964,0.5,0.972972972972973,0.02702702702702703,0.5,0.5,36,36,1,1,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.5774497218656397,0.660377358490566,0.5072463768115942,0.9459459459459459,0.08108108108108109,0.5135135135135135,0.5135135135135135,35,34,3,2,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.608068722196656,0.6542056074766355,0.5,0.9459459459459459,0.05405405405405406,0.5,0.5,35,35,2,2,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.4396135265700484,0.6530612244897959,0.5245901639344263,0.8648648648648649,0.21621621621621623,0.5405405405405406,0.5405405405405406,32,29,8,5,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.07171710256059152,0.6481481481481483,0.49295774647887325,0.9459459459459459,0.02702702702702703,0.4864864864864865,0.4864864864864865,35,36,1,2,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.6286284470246735,0.6481481481481483,0.49295774647887325,0.9459459459459459,0.02702702702702703,0.4864864864864865,0.4864864864864865,35,36,1,2,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.0433400852133827,0.6476190476190476,0.5,0.918918918918919,0.08108108108108109,0.5,0.5,34,34,3,3,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.06042254803751937,0.6415094339622641,0.4927536231884058,0.918918918918919,0.05405405405405406,0.4864864864864865,0.4864864864864865,34,35,2,3,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.4265546509613719,0.6391752577319588,0.5166666666666667,0.8378378378378378,0.21621621621621623,0.527027027027027,0.527027027027027,31,29,8,6,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.06604923934502377,0.6355140186915889,0.4857142857142857,0.918918918918919,0.02702702702702703,0.47297297297297297,0.472972972972973,34,36,1,3,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.02738361961662933,0.6346153846153846,0.4925373134328358,0.8918918918918919,0.08108108108108109,0.4864864864864865,0.4864864864864865,33,34,3,4,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,0.008771929824561403,0.6336633663366337,0.5,0.8648648648648649,0.13513513513513514,0.5,0.5,32,32,5,5,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.006993006993007006,0.6274509803921569,0.49230769230769234,0.8648648648648649,0.10810810810810811,0.4864864864864865,0.4864864864864865,32,33,4,5,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,0.026906370656370637,0.6262626262626263,0.5,0.8378378378378378,0.16216216216216217,0.5,0.5,31,31,6,6,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.41084401888245337,0.6249999999999999,0.5084745762711864,0.8108108108108109,0.21621621621621623,0.5135135135135135,0.5135135135135136,30,29,8,7,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,-0.019813519813519836,0.6213592233009709,0.48484848484848486,0.8648648648648649,0.08108108108108109,0.47297297297297297,0.472972972972973,32,34,3,5,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,0.022164786967418554,0.62,0.49206349206349204,0.8378378378378378,0.13513513513513514,0.4864864864864865,0.4864864864864865,31,32,5,6,74
alignment_score_high_low_gap_0_6_0_4,high_is_2.6,0.03581505707323329,0.6185567010309277,0.5,0.8108108108108109,0.1891891891891892,0.5,0.5,30,30,7,7,74
alignment_score_high_low_gap_0_6_0_4,low_is_2.6,0.3767857142857143,0.6153846153846154,0.5185185185185185,0.7567567567567568,0.2972972972972973,0.527027027027027,0.5270270270270271,28,26,11,9,74
