score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,high_is_2.6,0.8346450029618346,0.5301204819277109,0.4782608695652174,0.5945945945945946,0.35135135135135137,0.47297297297297297,0.472972972972973,22,24,13,15,74
alignment_score_high_rate_0_1,high_is_2.6,0.8390932738758825,0.5365853658536586,0.4888888888888889,0.5945945945945946,0.3783783783783784,0.4864864864864865,0.4864864864864865,22,23,14,15,74
alignment_score_high_rate_0_1,high_is_2.6,0.8416381696792052,0.5185185185185185,0.4772727272727273,0.5675675675675675,0.3783783783783784,0.47297297297297297,0.47297297297297297,21,23,14,16,74
alignment_score_high_rate_0_1,high_is_2.6,0.8430350615946933,0.525,0.4883720930232558,0.5675675675675675,0.40540540540540543,0.4864864864864865,0.4864864864864865,21,22,15,16,74
alignment_score_high_rate_0_1,high_is_2.6,0.8439975039600633,0.5063291139240507,0.47619047619047616,0.5405405405405406,0.40540540540540543,0.47297297297297297,0.472972972972973,20,22,15,17,74
alignment_score_high_rate_0_1,high_is_2.6,0.8453876800490346,0.48717948717948717,0.4634146341463415,0.5135135135135135,0.40540540540540543,0.4594594594594595,0.45945945945945943,19,22,15,18,74
alignment_score_high_rate_0_1,high_is_2.6,0.8485155195681511,0.4675324675324675,0.45,0.4864864864864865,0.40540540540540543,0.44594594594594594,0.44594594594594594,18,22,15,19,74
alignment_score_high_rate_0_1,high_is_2.6,0.8540100250626566,0.4473684210526316,0.4358974358974359,0.4594594594594595,0.40540540540540543,0.43243243243243246,0.43243243243243246,17,22,15,20,74
alignment_score_high_rate_0_1,high_is_2.6,0.8577749683944373,0.4266666666666667,0.42105263157894735,0.43243243243243246,0.40540540540540543,0.4189189189189189,0.41891891891891897,16,22,15,21,74
alignment_score_high_rate_0_1,high_is_2.6,0.8587337411652907,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,16,21,16,21,74
alignment_score_high_rate_0_1,high_is_2.6,0.8591076661310142,0.4383561643835616,0.4444444444444444,0.43243243243243246,0.4594594594594595,0.44594594594594594,0.44594594594594594,16,20,17,21,74
alignment_score_high_rate_0_1,high_is_2.6,0.8592070944183621,0.4444444444444445,0.45714285714285713,0.43243243243243246,0.4864864864864865,0.4594594594594595,0.4594594594594595,16,19,18,21,74
alignment_score_high_rate_0_1,high_is_2.6,0.8604472396925227,0.4225352112676056,0.4411764705882353,0.40540540540540543,0.4864864864864865,0.44594594594594594,0.44594594594594594,15,19,18,22,74
alignment_score_high_rate_0_1,high_is_2.6,0.8619770303527482,0.4000000000000001,0.42424242424242425,0.3783783783783784,0.4864864864864865,0.43243243243243246,0.43243243243243246,14,19,18,23,74
alignment_score_high_rate_0_1,high_is_2.6,0.8647258538562886,0.37681159420289856,0.40625,0.35135135135135137,0.4864864864864865,0.4189189189189189,0.41891891891891897,13,19,18,24,74
alignment_score_high_rate_0_1,high_is_2.6,0.8685664335664336,0.38235294117647056,0.41935483870967744,0.35135135135135137,0.5135135135135135,0.43243243243243246,0.43243243243243246,13,18,19,24,74
alignment_score_high_rate_0_1,high_is_2.6,0.8721257485029941,0.3880597014925374,0.43333333333333335,0.35135135135135137,0.5405405405405406,0.44594594594594594,0.44594594594594594,13,17,20,24,74
alignment_score_high_rate_0_1,high_is_2.6,0.8751788458481268,0.36363636363636365,0.41379310344827586,0.32432432432432434,0.5405405405405406,0.43243243243243246,0.43243243243243246,12,17,20,25,74
alignment_score_high_rate_0_1,high_is_2.6,0.8767323426281517,0.3692307692307692,0.42857142857142855,0.32432432432432434,0.5675675675675675,0.44594594594594594,0.44594594594594594,12,16,21,25,74
alignment_score_high_rate_0_1,high_is_2.6,0.8793572113847138,0.375,0.4444444444444444,0.32432432432432434,0.5945945945945946,0.4594594594594595,0.4594594594594595,12,15,22,25,74
alignment_score_high_rate_0_1,high_is_2.6,0.8818544366899301,0.38095238095238093,0.46153846153846156,0.32432432432432434,0.6216216216216216,0.47297297297297297,0.47297297297297297,12,14,23,25,74
alignment_score_high_rate_0_1,high_is_2.6,0.8841589267285861,0.3548387096774193,0.44,0.2972972972972973,0.6216216216216216,0.4594594594594595,0.45945945945945943,11,14,23,26,74
alignment_score_high_rate_0_1,high_is_2.6,0.8887655886704713,0.36065573770491804,0.4583333333333333,0.2972972972972973,0.6486486486486487,0.47297297297297297,0.472972972972973,11,13,24,26,74
alignment_score_high_rate_0_1,high_is_2.6,0.892898517145505,0.3666666666666667,0.4782608695652174,0.2972972972972973,0.6756756756756757,0.4864864864864865,0.4864864864864865,11,12,25,26,74
alignment_score_high_rate_0_1,high_is_2.6,0.8944838056680162,0.33898305084745767,0.45454545454545453,0.2702702702702703,0.6756756756756757,0.47297297297297297,0.47297297297297297,10,12,25,27,74
alignment_score_high_rate_0_1,high_is_2.6,0.8959665518937531,0.3448275862068966,0.47619047619047616,0.2702702702702703,0.7027027027027027,0.4864864864864865,0.4864864864864865,10,11,26,27,74
alignment_score_high_rate_0_1,high_is_2.6,0.8980363330883125,0.3157894736842105,0.45,0.24324324324324326,0.7027027027027027,0.47297297297297297,0.472972972972973,9,11,26,28,74
alignment_score_high_rate_0_1,high_is_2.6,0.9005251587689301,0.28571428571428575,0.42105263157894735,0.21621621621621623,0.7027027027027027,0.4594594594594595,0.4594594594594595,8,11,26,29,74
alignment_score_high_rate_0_1,high_is_2.6,0.9023064687168612,0.2545454545454546,0.3888888888888889,0.1891891891891892,0.7027027027027027,0.44594594594594594,0.44594594594594594,7,11,26,30,74
alignment_score_high_rate_0_1,high_is_2.6,0.9037511577647422,0.2592592592592593,0.4117647058823529,0.1891891891891892,0.7297297297297297,0.4594594594594595,0.45945945945945943,7,10,27,30,74
alignment_score_high_rate_0_1,high_is_2.6,0.9057480198386261,0.2641509433962264,0.4375,0.1891891891891892,0.7567567567567568,0.47297297297297297,0.472972972972973,7,9,28,30,74
alignment_score_high_rate_0_1,high_is_2.6,0.906704746362029,0.2692307692307693,0.4666666666666667,0.1891891891891892,0.7837837837837838,0.4864864864864865,0.4864864864864865,7,8,29,30,74
alignment_score_high_rate_0_1,high_is_2.6,0.9084433270479781,0.23529411764705885,0.42857142857142855,0.16216216216216217,0.7837837837837838,0.47297297297297297,0.47297297297297297,6,8,29,31,74
alignment_score_high_rate_0_1,high_is_2.6,0.9136705512852302,0.2,0.38461538461538464,0.13513513513513514,0.7837837837837838,0.4594594594594595,0.45945945945945943,5,8,29,32,74
