recall_floor,score_key,eta2,f1,f2,accuracy,precision,recall,specificity,balanced_accuracy,auc_best_direction,direction,threshold,tp,fp,tn,fn,c2_mean,c0_mean,c2_n,c0_n
0.9,high_low_gap_0_9_0_5,0.0049435297583086514,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5337837837837838,high_is_c2,0.06071428571428572,52,36,1,0,0.2601643690020387,0.24752829752829753,52,37
0.9,low_tail_penalty_score,0.004405219226637106,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5207900207900208,high_is_c2,0.44853791208791216,52,36,1,0,0.6853888221309233,0.6731600496237996,52,37
0.9,c2_repetition_symptom_score,0.004184094167624792,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5311850311850312,low_is_c2,1.3231468821701176,52,36,1,0,-0.009648866430033187,0.06074904871490873,52,37
0.9,failure_sensitive_score,0.004094577374178274,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5072765072765073,high_is_c2,0.4447457692307692,52,36,1,0,0.5811026007149901,0.5682385581831831,52,37
0.9,low_score_rate_0_5,0.0025287811835723152,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5506756756756757,low_is_c2,0.22252747252747251,52,36,1,0,0.08429849750551108,0.09051331551331551,52,37
0.9,mean_minus_std_score,0.0023128603336115177,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5135135135135135,high_is_c2,0.2896498429065742,52,36,1,0,0.5078183936024981,0.4986062218711847,52,37
0.9,consistency_score_file_mean,0.0013626570703734956,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5150727650727651,high_is_c2,0.6353510989010989,52,36,1,0,0.7449960229994365,0.7417419557057057,52,37
0.9,high_low_gap_0_6_0_4,0.001349603325134551,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.512993762993763,high_is_c2,0.42307692307692313,52,36,1,0,0.7536867261697578,0.7431982806982806,52,37
0.9,high_low_gap_0_6_0_3,0.0012547195225882707,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5163721413721414,high_is_c2,0.42307692307692313,52,36,1,0,0.7578216937662638,0.7479799854799855,52,37
0.9,high_low_gap_0_6_0_2,0.0007822932456351706,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.510914760914761,high_is_c2,0.42307692307692313,52,36,1,0,0.7578216937662638,0.7500589875589876,52,37
