auc_best_direction,c3_mean,c3_n,direction,eta_squared,mean_delta_c3_minus_rest,rest_mean,rest_n,score_key
0.5561056105610561,0.3894682113624555,15,low_is_c3,0.003190296204104495,-0.034581124308000144,0.42404933567045566,101,consistency_score_file_q25
0.526072607260726,1.0666666666666667,15,low_is_c3,0.003076528713364256,-0.052145214521452266,1.118811881188119,101,phase_count::LanguageChoose
0.5244224422442244,0.1,15,low_is_c3,0.002478430293072747,-0.0485148514851485,0.1485148514851485,101,phase_low05::EnvironmentDoc
0.5211221122112211,0.06666666666666667,15,low_is_c3,0.0021663704832021666,-0.042244224422442245,0.10891089108910891,101,phase_low05::Manual
0.5224422442244224,0.13333333333333333,15,low_is_c3,0.0015896589658965891,-0.04488448844884488,0.1782178217821782,101,phase_low05::Coding
0.5161716171617161,0.06666666666666667,15,low_is_c3,0.0013721372137213725,-0.03234323432343235,0.09900990099009901,101,phase_low05::Reflection
0.5161716171617161,0.06666666666666667,15,low_is_c3,0.0013721372137213725,-0.03234323432343235,0.09900990099009901,101,role_low05::Chief Executive Officer
0.504950495049505,3.0,15,low_is_c3,0.0012914334911752069,-0.00990099009900991,3.00990099009901,101,phase_count::CodeReviewComment
0.504950495049505,0.0,15,low_is_c3,0.0012914334911752045,-0.0049504950495049506,0.0049504950495049506,101,phase_low05::LanguageChoose
0.504950495049505,0.0,15,low_is_c3,0.0012914334911752045,-0.0049504950495049506,0.0049504950495049506,101,role_low05::Chief Technology Officer
0.5125412541254125,0.045400289200391145,15,high_is_c3,0.0008616711751716557,0.01387212188349797,0.031528167316893174,101,phase_mean::TestErrorSummary
0.502970297029703,2.2666666666666666,15,low_is_c3,0.000550819827441364,-0.04026402640264015,2.3069306930693068,101,phase_count::DemandAnalysis
0.5132013201320133,0.06666666666666667,15,high_is_c3,0.0005002293951368229,0.01716171617161716,0.04950495049504951,101,phase_count::TestErrorSummary
0.5244224422442244,0.7111189860016817,15,low_is_c3,0.000451604904018663,-0.012470494966376866,0.7235894809680585,101,phase_mean::Coding
0.5118811881188119,0.3144689041347353,15,low_is_c3,6.828170594187111e-05,0.0012615596400755158,0.3132073444946598,101,consistency_score_file_std
0.5363036303630363,13.6,15,high_is_c3,2.8715862522808224e-05,0.015841584158415856,13.584158415841584,101,num_turns
0.5,1.0,15,high_is_c3,0.0,0.0,1.0,101,phase_count::Coding
0.5,1.0,15,high_is_c3,0.0,0.0,1.0,101,phase_count::Manual
0.5,0.0,15,high_is_c3,0.0,0.0,0.0,101,phase_low05::TestErrorSummary
0.5,0.0,15,high_is_c3,0.0,0.0,0.0,101,phase_low05::TestModification
