label,max,mean,median,min,num_files,num_turns,q1,q3,std
c0,0.8150274184976659,0.6447248199618344,0.6514184990845662,0.4011699710598703,37,37,0.6039294163743822,0.6904568839847722,0.08828009878409024
c1,0.8236708085013364,0.6200663230623207,0.6291078806120605,0.37100043981960684,32,32,0.5579082036659538,0.6806501656370931,0.09825182783656286
c2,0.8236708085013364,0.6207124374057802,0.6051221392260895,0.37100043981960684,15,15,0.5226793990711149,0.7102264644394912,0.13249929118795054
c3,0.7163804061949417,0.5747902964943917,0.5777399219006798,0.37100043981960684,15,15,0.4980149983968297,0.6561807812906386,0.09917428436306769
c4,0.7863663900246485,0.6015243359411564,0.6252187069534378,0.37100043981960684,17,17,0.5533321093835855,0.679364508310594,0.10196926421264776
