accuracy,auc_best_direction,direction,eta_squared,f1,positive_mean,positive_n,positive_raw_labels,precision,recall,rest_mean,rest_n,score_key,score_title,target_label,threshold,threshold_rule
0.7155172413793104,0.5201320132013201,low_is_target,0.0023760012265975437,0.26666666666666666,0.23764346764346764,15,"1.3,1.5",0.2,0.4,0.26357766958014484,101,high_low_half_penalty_0_8_0_3,High >= 0.8 Minus 0.5 Low < 0.3,c2,0.14358974358974358,high_low_half_penalty_0_8_0_3 <= 0.14359
0.7155172413793104,0.5115511551155115,low_is_target,0.00016567369144692733,0.26666666666666666,0.39252747252747255,15,"1.3,1.5",0.2,0.4,0.4001891947436502,101,high_low_half_penalty_0_7_0_2,High >= 0.7 Minus 0.5 Low < 0.2,c2,0.3038461538461539,high_low_half_penalty_0_7_0_2 <= 0.303846
0.6637931034482759,0.5026402640264027,low_is_target,0.0005661299938312453,0.26415094339622636,0.2436874236874237,15,"1.3,1.5",0.18421052631578946,0.4666666666666667,0.26242278073961245,101,high_low_gap_0_7_0_3,High >= 0.7 Minus Low < 0.3,c2,0.18406593406593405,high_low_gap_0_7_0_3 <= 0.184066
0.7586206896551724,0.528052805280528,low_is_target,0.0014260571818170821,0.26315789473684204,0.18612942612942612,15,"1.3,1.5",0.21739130434782608,0.3333333333333333,0.20762657309687013,101,high_low_gap_0_8_0_2,High >= 0.8 Minus Low < 0.2,c2,0.06666666666666667,high_low_gap_0_8_0_2 <= 0.0666667
0.7068965517241379,0.5188118811881188,low_is_target,0.0022784679254063546,0.26086956521739135,0.12124542124542124,15,"1.3,1.5",0.1935483870967742,0.4,0.15308302808302807,101,high_low_gap_0_8_0_3,High >= 0.8 Minus Low < 0.3,c2,0.03571428571428571,high_low_gap_0_8_0_3 <= 0.0357143
0.853448275862069,0.5095709570957095,high_is_target,0.008990099801677877,0.26086956521739135,0.07917126685075516,15,"1.3,1.5",0.375,0.2,0.05118034014572208,101,worst_score,Worst Turn Score,c2,0.25089096740979855,worst_score >= 0.250891
0.7068965517241379,0.5036303630363037,low_is_target,0.00039546396369066094,0.26086956521739135,0.3600854700854701,15,"1.3,1.5",0.1935483870967742,0.4,0.3729174222367292,101,high_low_half_penalty_0_7_0_3,High >= 0.7 Minus 0.5 Low < 0.3,c2,0.2871794871794872,high_low_half_penalty_0_7_0_3 <= 0.287179
0.8017241379310345,0.5198019801980198,high_is_target,0.00024047307411072545,0.2580645161290323,0.01203907203907204,15,"1.3,1.5",0.25,0.26666666666666666,0.001956019777801955,101,high_low_gap_0_9_0_4,High >= 0.9 Minus Low < 0.4,c2,0.2761904761904762,high_low_gap_0_9_0_4 >= 0.27619
0.8017241379310345,0.5155115511551155,low_is_target,0.00011006110297591457,0.2580645161290323,0.23902752191570106,15,"1.3,1.5",0.25,0.26666666666666666,0.2427318500678504,101,high_density_score_0_8,Mean Times High Rate >=0.8,c2,0.10548418766453868,high_density_score_0_8 <= 0.105484
0.8017241379310345,0.502970297029703,low_is_target,0.0007692919147517447,0.2580645161290323,0.22262515262515262,15,"1.3,1.5",0.25,0.26666666666666666,0.2382775571513195,101,high_low_half_penalty_0_8_0_4,High >= 0.8 Minus 0.5 Low < 0.4,c2,0.012499999999999997,high_low_half_penalty_0_8_0_4 <= 0.0125
0.8017241379310345,0.502970297029703,low_is_target,0.0003125925103567246,0.2580645161290323,0.042075702075702076,15,"1.3,1.5",0.25,0.26666666666666666,0.052556244635452554,101,high_low_gap_0_9_0_3,High >= 0.9 Minus Low < 0.3,c2,-0.20714285714285713,high_low_gap_0_9_0_3 <= -0.207143
0.603448275862069,0.5244224422442244,high_is_target,2.8620039365536588e-05,0.25806451612903225,0.16791208791208792,15,"1.3,1.5",0.1702127659574468,0.5333333333333333,0.16644573798039144,101,low_score_rate_0_2,Low Rate <0.2,c2,0.17692307692307693,low_score_rate_0_2 >= 0.176923
0.75,0.5221122112211221,high_is_target,0.00010169015500619772,0.25641025641025644,0.16346764346764348,15,"1.3,1.5",0.20833333333333334,0.3333333333333333,0.15396613837207895,101,high_low_gap_0_7_0_5,High >= 0.7 Minus Low < 0.5,c2,0.41428571428571426,high_low_gap_0_7_0_5 >= 0.414286
0.75,0.5165016501650165,high_is_target,3.1471147406882054e-06,0.25641025641025644,0.31997557997558,15,"1.3,1.5",0.20833333333333334,0.3333333333333333,0.31868910105296244,101,high_low_half_penalty_0_7_0_5,High >= 0.7 Minus 0.5 Low < 0.5,c2,0.5178571428571429,high_low_half_penalty_0_7_0_5 >= 0.517857
0.6982758620689655,0.5346534653465347,low_is_target,0.0022265161781058794,0.25531914893617025,0.354041514041514,15,"1.3,1.5",0.1875,0.4,0.3740723110772616,101,high_score_rate_0_8,High Rate >=0.8,c2,0.2761904761904762,high_score_rate_0_8 <= 0.27619
0.646551724137931,0.5108910891089109,high_is_target,4.5887722535752845e-06,0.2545454545454546,0.21365079365079367,15,"1.3,1.5",0.175,0.4666666666666667,0.21182255588196183,101,high_low_gap_0_7_0_4,High >= 0.7 Minus Low < 0.4,c2,0.3324175824175824,high_low_gap_0_7_0_4 >= 0.332418
0.6379310344827587,0.5092409240924092,low_is_target,0.0001485044447188916,0.25,0.3085714285714286,15,"1.3,1.5",0.17073170731707318,0.4666666666666667,0.31696632575345446,101,high_low_gap_0_7_0_2,High >= 0.7 Minus Low < 0.2,c2,0.2403846153846154,high_low_gap_0_7_0_2 <= 0.240385
0.8448275862068966,0.5082508250825083,high_is_target,1.3999935780957193e-05,0.25,0.3450671550671551,15,"1.3,1.5",0.3333333333333333,0.2,0.3476173098079039,101,high_low_half_penalty_0_7_0_4,High >= 0.7 Minus 0.5 Low < 0.4,c2,0.6346153846153846,high_low_half_penalty_0_7_0_4 >= 0.634615
0.3103448275862069,0.5346534653465347,low_is_target,0.001804524826713663,0.24528301886792456,-0.05942508122155346,15,"1.3,1.5",0.14285714285714285,0.8666666666666667,0.008825507112111818,101,c2_repetition_symptom_score,c2 Repetition Symptom Score,c2,0.3849049190701978,c2_repetition_symptom_score <= 0.384905
0.7844827586206896,0.529042904290429,high_is_target,0.000320363267865174,0.2424242424242424,0.11836385836385836,15,"1.3,1.5",0.2222222222222222,0.26666666666666666,0.10882256494880257,101,high_low_half_penalty_0_9_0_5,High >= 0.9 Minus 0.5 Low < 0.5,c2,0.33379120879120877,high_low_half_penalty_0_9_0_5 >= 0.333791
0.7844827586206896,0.5198019801980198,high_is_target,0.00013430960086203254,0.2424242424242424,0.14345543345543346,15,"1.3,1.5",0.2222222222222222,0.26666666666666666,0.137750773703744,101,high_low_half_penalty_0_9_0_4,High >= 0.9 Minus 0.5 Low < 0.4,c2,0.33974358974358976,high_low_half_penalty_0_9_0_4 >= 0.339744
